company_a,company_b,representative_text_a,representative_text_b,representative_path_a,representative_path_b,category
Alibaba,OpenAI,13. if you have reason to believe that a child under,13. if you have reason to believe that a child under,privacy_policies/new_unique_text_PP/Alibaba_old_PP/20250120114200/Qwen.txt,privacy_policies/new_unique_text_PP/OpenAI_PP/20230227230602/privacy-policy.txt,Children's Privacy
OpenAI,xAI,when you interact with our social media pages. we,"when you interact with our social media pages, we",privacy_policies/new_unique_text_PP/OpenAI_PP/20230227230602/privacy-policy.txt,privacy_policies/new_unique_text_PP/xAI_PP/20250103080755/privacy-policy.txt,First-party Data Collection
DeepSeek,xAI,"secure. therefore, you should take special care in deciding what information you","secure. therefore, you should take special care in deciding what information you",privacy_policies/new_unique_text_PP/DeepSeek_old_PP/20240520220020/DeepSeek%20Privacy%20Policy.txt,privacy_policies/new_unique_text_PP/xAI_PP/20250124023459/privacy-policy.txt,Data Security
DeepSeek,OpenAI,"from our trusted partners, such as security partners, to protect against fraud, abuse, and other security threats to our services","from our trusted partners, such as security partners, to protect against fraud, abuse, and other security threats to our services",privacy_policies/new_unique_text_PP/DeepSeek_PP/20250704000000/deepseek-privacy-policy.txt,privacy_policies/new_unique_text_PP/OpenAI_PP/20241203173911/privacy-policy.txt,Data Security
Anthropic,Mistral,and process your personal data when you use our,and process your personal data when you use our,privacy_policies/new_unique_text_PP/Anthropic_PP/20240304151321/privacy.txt,privacy_policies/new_unique_text_PP/Mistral_old_PP/20231211094117/Policy.txt,First-party Data Collection
OpenAI,xAI,"by using our service, you understand and acknowledge that your personal information will be","by using our service, you understand and acknowledge that your personal information will be",privacy_policies/new_unique_text_PP/OpenAI_EU_PP/20231115012513/eu-privacy-policy.txt,privacy_policies/new_unique_text_PP/xAI_PP/20241110065240/privacy-policy.txt,Other
DeepSeek,OpenAI,performance of a contract with you when we provide and maintain our services.your consent when we ask for it to process your personal data for a specific purpose to communicate with you. performance of a contract with you when we provide and maintain our services,performance of a contract with you when we provide and maintain our services,privacy_policies/new_unique_text_PP/DeepSeek_PP/20250214185351/deepseek-privacy-policy.txt,privacy_policies/new_unique_text_PP/OpenAI_EU_PP/20231115012513/eu-privacy-policy.txt,Other
DeepSeek,OpenAI,services.your consent when we ask for it,services.your consent when we ask for it,privacy_policies/new_unique_text_PP/DeepSeek_PP/20250214185351/deepseek-privacy-policy.txt,privacy_policies/new_unique_text_PP/OpenAI_EU_PP/20231222085448/eu-privacy-policy.txt,Other
DeepSeek,OpenAI,"a note about accuracy: services like <PROVIDER> generate responses by reading a user’s request and, in response, predicting the words most likely to appear next. in some cases, the words most likely to appear next may not be the most factually accurate.for this reason, you should not rely on the factual accuracy of output from our models. if you notice that output contains factually inaccurate information about you and you would like to request a correction or removal of the information, you can submit these requests <EMAIL> we will consider your request based on applicable law and the technical capabilities of our models. for this reason, you should not rely on the factual accuracy of output from our models. if you notice that output contains factually inaccurate information about you and you would like to request a correction or removal of the information, you can submit these requests <EMAIL> we will consider your request based on applicable law and the technical capabilities of our models","a note about accuracy: services like <PROVIDER> generate responses by reading a user’s request and, in response, predicting the words most likely to appear next. in some cases, the words most likely to appear next may not be the most factually accurate. for this reason, you should not rely on the factual accuracy of output from our models. if you notice that <PROVIDER> output contains factually inaccurate information about you and you would like to request a correction or removal of the information, you can submit these requests through privacy. <PROVIDER> .com or to <EMAIL> ⁠, and we will consider your request based on applicable law and the technical capabilities of our models. for",privacy_policies/new_unique_text_PP/DeepSeek_PP/20250214185351/deepseek-privacy-policy.txt,privacy_policies/new_unique_text_PP/OpenAI_EU_PP/20241104000000/eu-privacy-policy.txt,"User Access, Edit and Deletion"
Anthropic,xAI,your feedback (as defined in our terms of,your feedback (as defined in our terms of,privacy_policies/new_unique_text_PP/Anthropic_old_PP/20230330164702/legal.txt,privacy_policies/new_unique_text_PP/xAI_PP/20241110065240/privacy-policy.txt,Model Training
OpenAI,xAI,"and other content you upload, such as files","and other content you upload, such as files",privacy_policies/new_unique_text_PP/OpenAI_EU_PP/20241104000000/eu-privacy-policy.txt,privacy_policies/new_unique_text_PP/xAI_PP/20250215010404/privacy-policy.txt,Other
Mistral,xAI,10. changes to this privacy policy we may,10. changes to this privacy policy we may,privacy_policies/new_unique_text_PP/Mistral_PP/20260101000000/privacy-policy.txt,privacy_policies/new_unique_text_PP/xAI_PP/20250710000000/privacy-policy.txt,Policy Change
Anthropic,xAI,privacy policy from time to time. when we,privacy policy from time to time. when we,privacy_policies/new_unique_text_PP/Anthropic_old_PP/20230309171545/legal.txt,privacy_policies/new_unique_text_PP/xAI_PP/20250124023459/privacy-policy.txt,Policy Change
ByteDance,OpenAI,share your personal information with third parties without,share your personal information with third parties without,privacy_policies/new_unique_text_PP/ByteDance_doubao_PP/20240529154215/privacy-policy.txt,privacy_policies/new_unique_text_PP/OpenAI_PP/20230227230602/privacy-policy.txt,Third Party Sharing/Collection
Cohere,xAI,sell” or “share” the personal information of individuals under,sell or share the personal information of individuals under,privacy_policies/new_unique_text_PP/Cohere_PP/20260412090021/privacy.txt,privacy_policies/new_unique_text_PP/xAI_PP/20241110065240/privacy-policy.txt,Third Party Sharing/Collection
Cohere,Mistral,"security and integrity of the <PROVIDER> products, to",security and integrity of the <PROVIDER> products. to,privacy_policies/new_unique_text_PP/Cohere_PP/20260412090021/privacy.txt,privacy_policies/new_unique_text_PP/Mistral_PP/20260101000000/privacy-policy.txt,Data Security
Anthropic,xAI,request and we will make every effort to,request and we will make every effort to,privacy_policies/new_unique_text_PP/Anthropic_PP/20240225205441/privacy.txt,privacy_policies/new_unique_text_PP/xAI_PP/20241110065240/privacy-policy.txt,Other
DeepSeek,OpenAI,"however, no internet or email transmission is ever fully secure or error free. in particular, email sent to or from us may not be secure. therefore, you should take special care in deciding what information you send to us via the service or email. in addition, we are not responsible for circumvention of any privacy settings or security measures contained on the service, or third-party websites","however, no internet or email transmission is ever fully secure or error free. in particular, email sent to or from us may not be secure. therefore, you should take special care in deciding what information you send to us via the service or email. in addition, we are not responsible for circumvention of any privacy settings or security measures contained on the service, or third-party websites",privacy_policies/new_unique_text_PP/DeepSeek_old_PP/20240520220020/DeepSeek%20Privacy%20Policy.txt,privacy_policies/new_unique_text_PP/OpenAI_EU_PP/20231115012513/eu-privacy-policy.txt,Data Security
DeepSeek,OpenAI,"a note about accuracy: services like <PROVIDER> generate responses by reading a user’s request and, in response, predicting the words most likely to appear next. in some cases, the words most likely to appear next may not be the most factually accurate. for this reason, you should not rely on the factual accuracy of output from our models. if you notice that output contains factually inaccurate personal data about you and you would like to request a correction or removal of the personal data, you can submit these requests <EMAIL> we will consider your request based on applicable law and the technical capabilities of our models. for this reason, you should not rely on the factual accuracy of output from our models. if you notice that output contains factually inaccurate personal data about you and you would like to request a correction or removal of the personal data, you can submit these requests <EMAIL> we will consider your request based on applicable law and the technical capabilities of our models","a note about accuracy: services like <PROVIDER> generate responses by reading a user’s request and, in response, predicting the words most likely to appear next. in some cases, the words most likely to appear next may not be the most factually accurate. for this reason, you should not rely on the factual accuracy of output from our models. if you notice that <PROVIDER> output contains factually inaccurate information about you and you would like to request a correction or removal of the information, you can submit these requests throughprivacy. <PROVIDER> .com⁠(opens in a new window)or <EMAIL> ⁠, and we will consider your request based on applicable law and the technical capabilities of our models. for",privacy_policies/new_unique_text_PP/DeepSeek_PP/20260103103801/deepseek-privacy-policy.txt,privacy_policies/new_unique_text_PP/OpenAI_PP/20260210054215/index.txt,"User Access, Edit and Deletion"
OpenAI,xAI,the right to appeal a decision we make,the right to appeal a decision we make,privacy_policies/new_unique_text_PP/OpenAI_EU_PP/20231115012513/eu-privacy-policy.txt,privacy_policies/new_unique_text_PP/xAI_PP/20231106075325/privacy-policy.txt,Other
OpenAI,xAI,"information that is publicly available on the internet, to",information that is publicly available on the internet to,privacy_policies/new_unique_text_PP/OpenAI_EU_PP/20241104000000/eu-privacy-policy.txt,privacy_policies/new_unique_text_PP/xAI_PP/20250103080755/privacy-policy.txt,Other
Anthropic,OpenAI,"we collect your name, contact information, and the contents of any messages you send","we collect your name, contact information, and the contents of any messages you send",privacy_policies/new_unique_text_PP/Anthropic_PP/20240607083447/privacy.txt,privacy_policies/new_unique_text_PP/OpenAI_EU_PP/20231222085448/eu-privacy-policy.txt,First-party Data Collection
DeepSeek,OpenAI,"pursuant to our instructions, these parties will access, process, or store personal data only in the course of performing their duties to us","pursuant to our instructions, these parties will access, process, or store personal information only in the course of performing their duties to us",privacy_policies/new_unique_text_PP/DeepSeek_PP/20250214185351/deepseek-privacy-policy.txt,privacy_policies/new_unique_text_PP/OpenAI_EU_PP/20231115012513/eu-privacy-policy.txt,Third Party Sharing/Collection
OpenAI,xAI,"to vendors and service providers, including providers of hosting services",to vendors and service providers including providers of hosting services,privacy_policies/new_unique_text_PP/OpenAI_EU_PP/20231222085448/eu-privacy-policy.txt,privacy_policies/new_unique_text_PP/xAI_PP/20250103080755/privacy-policy.txt,Third Party Sharing/Collection
Cohere,OpenAI,"communicate with you, including to send you information","communicate with you, including to send you information or marketing about our services and events to communicate with you, including to send you information",privacy_policies/new_unique_text_PP/Cohere_PP/20251207072134/privacy.txt,privacy_policies/new_unique_text_PP/OpenAI_EU_PP/20231222085448/eu-privacy-policy.txt,Other
Alibaba,OpenAI,"to protect the rights, privacy, safety, or property","to protect the rights, privacy, safety, or property",privacy_policies/new_unique_text_PP/Alibaba_old_PP/20250120114200/Qwen.txt,privacy_policies/new_unique_text_PP/OpenAI_EU_PP/20231222085448/eu-privacy-policy.txt,Data Security
Anthropic,xAI,not always be possible for us to do,not always be possible for us to do,privacy_policies/new_unique_text_PP/Anthropic_PP/20240225205441/privacy.txt,privacy_policies/new_unique_text_PP/xAI_PP/20241110065240/privacy-policy.txt,Other
OpenAI,xAI,our processing is based on our legitimate interests,"our processing is based on our legitimate interests, ask us torestrict processingof your personal information orrequest portabilityof your personal information, (i.e., your data to be transferred in a readable and standardized format). you canobject to processingof your personal information when our processing is based on our legitimate interests",privacy_policies/new_unique_text_PP/OpenAI_EU_PP/20231222085448/eu-privacy-policy.txt,privacy_policies/new_unique_text_PP/xAI_PP/20241110065240/privacy-policy.txt,Data Transfer
Cohere,OpenAI,"we may disclose this information in the following circumstances, as described above: vendors, service providers and affiliates to process in accordance with our instructions. vendors, service providers and affiliates to process in accordance with our instructions. government authorities or other third parties","we may disclose this information in the following circumstances, as described above: vendors, service providers, and affiliates to process in accordance with our instructions government authorities or other third parties",privacy_policies/new_unique_text_PP/Cohere_PP/20251207072134/privacy.txt,privacy_policies/new_unique_text_PP/OpenAI_PP/20241203173911/privacy-policy.txt,Third Party Sharing/Collection
Anthropic,DeepSeek,children under the age of 18. if you,children under the age of 18. if you,privacy_policies/new_unique_text_PP/Anthropic_PP/20240225205441/privacy.txt,privacy_policies/new_unique_text_PP/DeepSeek_old_PP/20240520220020/DeepSeek%20Privacy%20Policy.txt,Children's Privacy
Anthropic,DeepSeek,"contact information, and the contents of any messages you send","contact information, and the contents of any messages you send",privacy_policies/new_unique_text_PP/Anthropic_PP/20240607083447/privacy.txt,privacy_policies/new_unique_text_PP/DeepSeek_old_PP/20240520220020/DeepSeek%20Privacy%20Policy.txt,First-party Data Collection
OpenAI,xAI,the factual accuracy of output from our models,the factual accuracy of output from our models,privacy_policies/new_unique_text_PP/OpenAI_EU_PP/20231115012513/eu-privacy-policy.txt,privacy_policies/new_unique_text_PP/xAI_PP/20241110065240/privacy-policy.txt,Model Training
OpenAI,xAI,"legal obligations and to protect the rights, privacy, safety, or property of our users, <PROVIDER> , or third parties, for instance to prevent harm to you or others, or to estimate your age to give you an age-appropriate experience. we also aggregate or de-identify personal data so that it no longer identifies you and use this information for the purposes described above, such as to analyze the way our services are being used, to improve and add features to them, and to conduct research. we will maintain and use de-identified information in de-identified form and not attempt to reidentify the information, unless required by law","legal obligations and to protect the rights, privacy, safety, or property of our users, <PROVIDER> , or third parties. to process job applications at <PROVIDER> : for example, to evaluate your application to <PROVIDER> , make hiring decisions, and conduct reference checks. we may also aggregate or de-identify your personal information so that it no longer identifies you and use this information for the purposes described above, such as to analyze the way our service is being used, to improve and add features to them, and to conduct research. we will maintain and use de-identified information in de-identified form and will not attempt to reidentify the information, unless required by law",privacy_policies/new_unique_text_PP/OpenAI_EU_PP/20260210064516/index.txt,privacy_policies/new_unique_text_PP/xAI_PP/20250124023459/privacy-policy.txt,Identifiability
Anthropic,xAI,do not override our interests. our legitimate interests,do not override our interests. our legitimate interests,privacy_policies/new_unique_text_PP/Anthropic_PP/20240225205441/privacy.txt,privacy_policies/new_unique_text_PP/xAI_PP/20241110065240/privacy-policy.txt,Other
OpenAI,xAI,information used to develop our large language models,information used to develop our large language models,privacy_policies/new_unique_text_PP/OpenAI_EU_PP/20231222085448/eu-privacy-policy.txt,privacy_policies/new_unique_text_PP/xAI_PP/20241110065240/privacy-policy.txt,Model Training
AI21,Cohere,of personal information: we do not “sell” or,of personal information we do not sell or,privacy_policies/new_unique_text_PP/AI21_PP/20250729000000/index.txt,privacy_policies/new_unique_text_PP/Cohere_old_PP/20210530222620/privacy.txt,Other
DeepSeek,xAI,the factual accuracy of output from our models,the factual accuracy of output from our models,privacy_policies/new_unique_text_PP/DeepSeek_PP/20250214185351/deepseek-privacy-policy.txt,privacy_policies/new_unique_text_PP/xAI_PP/20241110065240/privacy-policy.txt,Model Training
DeepSeek,OpenAI,"your use of the services, such as the features you use and the actions you take","your use of the services, such as the types of content that you view or engage with, the features you use and the actions you take",privacy_policies/new_unique_text_PP/DeepSeek_old_PP/20241212153808/DeepSeek%20Privacy%20Policy.txt,privacy_policies/new_unique_text_PP/OpenAI_EU_PP/20231115012513/eu-privacy-policy.txt,Other
Anthropic,DeepSeek,to process your personal data for a specific,to process your personal data for a specific purpose to communicate with you. performance of a contract with you when we provide and maintain our services. your consent when we ask for it to process your personal data for a specific,privacy_policies/new_unique_text_PP/Anthropic_PP/20241219083518/privacy.txt,privacy_policies/new_unique_text_PP/DeepSeek_PP/20250214185351/deepseek-privacy-policy.txt,Other
Mistral,xAI,as those terms are defined under u.s,as those terms are defined under u.s,privacy_policies/new_unique_text_PP/Mistral_PP/20260101000000/privacy-policy.txt,privacy_policies/new_unique_text_PP/xAI_PP/20231106075325/privacy-policy.txt,International and Specific Audiences
Anthropic,xAI,"including misuse of services, fraud, abuse, and other","including misuse of services, fraud, abuse, and other trust and safety protocols; detecting, preventing, and enforcing violations of our terms including misuse of services, fraud, abuse, and other",privacy_policies/new_unique_text_PP/Anthropic_PP/20240225205441/privacy.txt,privacy_policies/new_unique_text_PP/xAI_PP/20241117131907/privacy-policy.txt,Data Security
DeepSeek,OpenAI,"a note about accuracy: services like <PROVIDER> generate responses by reading a user’s request and, in response, predicting the words most likely to appear next. in some cases, the words most likely to appear next may not be the most factually accurate. for this reason, you should not rely on the factual accuracy of output from our models. if you notice that output contains factually inaccurate personal data about you and you would like to request a correction or removal of the personal data, you can submit these requests <EMAIL> we will consider your request based on applicable law and the technical capabilities of our models. for this reason, you should not rely on the factual accuracy of output from our models. if you notice that output contains factually inaccurate personal data about you and you would like to request a correction or removal of the personal data, you can submit these requests <EMAIL> we will consider your request based on applicable law and the technical capabilities of our models","a note about accuracy: services like <PROVIDER> generate responses by reading a user’s request and, in response, predicting the words most likely to appear next. in some cases, the words most likely to appear next may not be the most factually accurate. for this reason, you should not rely on the factual accuracy of output from our models. if you notice that <PROVIDER> output contains factually inaccurate information about you and you would like to request a correction or removal of the information, you can submit these requests through privacy. <PROVIDER> .com or to <EMAIL> , and we will consider your request based on applicable law and the technical capabilities of our models. for",privacy_policies/new_unique_text_PP/DeepSeek_PP/20260103103801/deepseek-privacy-policy.txt,privacy_policies/new_unique_text_PP/OpenAI_EU_PP/20260708065219/index.txt,"User Access, Edit and Deletion"
DeepSeek,OpenAI,"our or our affiliates’, users’, or third parties’ rights, safety, and property.our legitimate interests to ensure that the platform is safe and secure. compliance with our legal obligations when we use your personal data to comply with applicable law or when we protect our or our affiliates’, users’, or third parties’ rights, safety, and property","our or our affiliates’, users’, or third parties’ rights, safety, and property",privacy_policies/new_unique_text_PP/DeepSeek_PP/20250214185351/deepseek-privacy-policy.txt,privacy_policies/new_unique_text_PP/OpenAI_EU_PP/20241104000000/eu-privacy-policy.txt,Data Security
Anthropic,Mistral,"you have the right to lodge a complaint with the supervisory authority in the eu country in which you live or work. a full list of eu supervisory authorities’ contact details is availablehere. if you live or work in the <JURISDICTION> , you have the right to lodge a complaint",you have the right to lodge a complaint,privacy_policies/new_unique_text_PP/Anthropic_PP/20240225205441/privacy.txt,privacy_policies/new_unique_text_PP/Mistral_old_PP/20231211094117/Policy.txt,International and Specific Audiences
Cohere,Mistral,the security and integrity of the <PROVIDER> products,the security and integrity of the <PROVIDER> products your civil identity data your account data your technical data your contact data your usage data to comply with our legal obligations. our legitimate interests in managing the security and integrity of the <PROVIDER> products,privacy_policies/new_unique_text_PP/Cohere_PP/20260412090021/privacy.txt,privacy_policies/new_unique_text_PP/Mistral_PP/20260101000000/privacy-policy.txt,Data Security
OpenAI,xAI,"if we suspect fraudulent or malicious activity, we may ask you to","if we suspect fraudulent or malicious activity, we may ask you to",privacy_policies/new_unique_text_PP/OpenAI_EU_PP/20231115012513/eu-privacy-policy.txt,privacy_policies/new_unique_text_PP/xAI_PP/20241110065240/privacy-policy.txt,Data Security
DeepSeek,OpenAI,the features you use and the actions you take,the features you use and the actions you take,privacy_policies/new_unique_text_PP/DeepSeek_old_PP/20240323213732/DeepSeek%20Privacy%20Policy.txt,privacy_policies/new_unique_text_PP/OpenAI_EU_PP/20231115012513/eu-privacy-policy.txt,Other
AI21,Anthropic,you have the right to lodge a complaint with,"you have the right to lodge a complaint with the supervisory authority in the place in which you live or work. a full list of eu supervisory authorities’ contact details is availablehere. if you live or work in the <JURISDICTION> , you have the right to lodge a complaint with",privacy_policies/new_unique_text_PP/AI21_PP/20250729000000/index.txt,privacy_policies/new_unique_text_PP/Anthropic_PP/20240607083447/privacy.txt,International and Specific Audiences
OpenAI,xAI,"facebook, medium, x, youtube and linkedin. when you","facebook, medium, x, youtube, and linkedin. when you",privacy_policies/new_unique_text_PP/OpenAI_EU_PP/20231222085448/eu-privacy-policy.txt,privacy_policies/new_unique_text_PP/xAI_PP/20260306150809/privacy-policy.txt,Other
OpenAI,xAI,"you view or engage with, the features you use","you view or engage with, the features you use",privacy_policies/new_unique_text_PP/OpenAI_EU_PP/20231115012513/eu-privacy-policy.txt,privacy_policies/new_unique_text_PP/xAI_PP/20250124023459/privacy-policy.txt,Other
Alibaba,xAI,you can exercise some of these rights through your,you can exercise some of these rights through your,privacy_policies/new_unique_text_PP/Alibaba_old_PP/20250120114200/Qwen.txt,privacy_policies/new_unique_text_PP/xAI_PP/20231106075325/privacy-policy.txt,Other
AI21,xAI,you have the right to withdraw your consent at any time,you have the right to withdraw your consent at any time,privacy_policies/new_unique_text_PP/AI21_PP/20250729000000/index.txt,privacy_policies/new_unique_text_PP/xAI_PP/20250103080755/privacy-policy.txt,User Choice/Control
OpenAI,xAI,"legal obligations and to protect the rights, privacy, safety, or property of our users, <PROVIDER> , or third parties. we may also aggregate or de-identify personal data so that it no longer identifies you and use this information for the purposes described above, such as to analyze the way our services are being used, to improve and add features to them, and to conduct research. we will maintain and use de-identified information in de-identified form and not attempt to reidentify the information, unless required by law","legal obligations and to protect the rights, privacy, safety, or property of our users, <PROVIDER> , or third parties. to process job applications at <PROVIDER> : for example, to evaluate your application to <PROVIDER> , make hiring decisions, and conduct reference checks. we may also aggregate or de-identify your personal information so that it no longer identifies you and use this information for the purposes described above, such as to analyze the way our service is being used, to improve and add features to them, and to conduct research. we will maintain and use de-identified information in de-identified form and will not attempt to reidentify the information, unless required by law",privacy_policies/new_unique_text_PP/OpenAI_EU_PP/20241104000000/eu-privacy-policy.txt,privacy_policies/new_unique_text_PP/xAI_PP/20250124023459/privacy-policy.txt,Identifiability
Alibaba,xAI,"to provide you with a service you have requested or to comply with applicable legal, tax or accounting requirements). in certain circumstances, we will need to keep your information for legal reasons after your account has been deleted. the specific retention periods depend on the nature of the information and why it is collected and processed and the nature of the legal requirement. we keep your information when we have a legal obligation to do so","to provide you with a service you have requested or to comply with applicable legal requirements). in certain circumstances, we will need to keep your information for legal reasons after our contractual relationship has ended. the specific retention periods depend on the nature of the information and why it is collected and processed and the nature of the legal requirement. for example, we may retain your personal information: when we have a legal obligation to do so (e.g., if we receive a court order, we would retain your information for longer than our usual retention periods); when we have a legal obligation to do so",privacy_policies/new_unique_text_PP/Alibaba_old_PP/20250120114200/Qwen.txt,privacy_policies/new_unique_text_PP/xAI_PP/20250103080755/privacy-policy.txt,Data Retention
Anthropic,OpenAI,"necessary to perform a contract with you, such","necessary to perform a contract with you, such",privacy_policies/new_unique_text_PP/Anthropic_PP/20241219083518/privacy.txt,privacy_policies/new_unique_text_PP/OpenAI_EU_PP/20231222085448/eu-privacy-policy.txt,Other
Alibaba,OpenAI,"privacy, safety, or property of our users, us","privacy, safety, or property of our users, us, our affiliates, or any third party to comply with legal obligations and to protect the rights, privacy, safety, or property of our users, us",privacy_policies/new_unique_text_PP/Alibaba_old_PP/20250120114200/Qwen.txt,privacy_policies/new_unique_text_PP/OpenAI_EU_PP/20231222085448/eu-privacy-policy.txt,Third Party Sharing/Collection
Alibaba,OpenAI,"information that your browser or device automatically sends when you use our services. log data includes your device brand, model and id, internet protocol address, browser type and settings, the date and time of your request, and how you interact with our services. information we automatically collect during your use of the services usage data : we collect information about your use of the services, such as the types of content that you view or engage with, the features you use and the actions you take, as well as your time zone, country, the dates and times of access, user agent and version, type of computer or mobile device, and your computer connection","information that your browser or device automatically sends when you use our services. log data includes your internet protocol address, browser type and settings, the date and time of your request, and how you interact with our services. usage data: we may automatically collect information about your use of the services, such as the types of content that you view or engage with, the features you use and the actions you take, as well as your time zone, country, the dates and times of access, user agent and version, type of computer or mobile device, and your computer connection",privacy_policies/new_unique_text_PP/Alibaba_old_PP/20250120114200/Qwen.txt,privacy_policies/new_unique_text_PP/OpenAI_PP/20231114221748/privacy-policy.txt,First-party Data Collection
OpenAI,xAI,you have the right to withdraw your consent at any time,"you have the right to withdraw your consent at any time. consent: where you have given us your consent. when we process personal information based on your consent, it will be expressly indicated to you at the point and time of collection. you have the right to withdraw your consent at any time",privacy_policies/new_unique_text_PP/OpenAI_EU_PP/20231115012513/eu-privacy-policy.txt,privacy_policies/new_unique_text_PP/xAI_PP/20241110065240/privacy-policy.txt,User Choice/Control
Anthropic,OpenAI,information where necessary to perform a contract with,information where necessary to perform a contract with,privacy_policies/new_unique_text_PP/Anthropic_PP/20241219083518/privacy.txt,privacy_policies/new_unique_text_PP/OpenAI_EU_PP/20260210064516/index.txt,Other
DeepSeek,OpenAI,information about the device you use to access the,information about the device you use to access the,privacy_policies/new_unique_text_PP/DeepSeek_old_PP/20240323213732/DeepSeek%20Privacy%20Policy.txt,privacy_policies/new_unique_text_PP/OpenAI_EU_PP/20260210064516/index.txt,First-party Data Collection
AI21,ByteDance,we may share your personal information with our,we may share your personal information with our,privacy_policies/new_unique_text_PP/AI21_PP/20250401190253/index.txt,privacy_policies/new_unique_text_PP/ByteDance_doubao_PP/20240529154215/privacy-policy.txt,Other
OpenAI,xAI,"personal information to vendors and service providers, including providers of hosting services",personal information to vendors and service providers including providers of hosting services,privacy_policies/new_unique_text_PP/OpenAI_PP/20231114221748/privacy-policy.txt,privacy_policies/new_unique_text_PP/xAI_PP/20250103080755/privacy-policy.txt,Third Party Sharing/Collection
Cohere,OpenAI,"described above: vendors, service providers and affiliates to","described above: vendors, service providers, and affiliates to",privacy_policies/new_unique_text_PP/Cohere_PP/20251207072134/privacy.txt,privacy_policies/new_unique_text_PP/OpenAI_PP/20260210054215/index.txt,Third Party Sharing/Collection
Alibaba,OpenAI,"user content: we collect personal data that you provide in the input to our services, including your prompts and other content you upload, such as","user content: we collect personal data that you provide in the input to our services (“content”), including your prompts and other content you upload, such as",privacy_policies/new_unique_text_PP/Alibaba_old_PP/20250120114200/Qwen.txt,privacy_policies/new_unique_text_PP/OpenAI_EU_PP/20241104000000/eu-privacy-policy.txt,First-party Data Collection
DeepSeek,xAI,"secure.therefore, you should take special care in deciding what personal data you send to us via the services or email. in addition, we are not responsible for circumvention of any privacy settings or security measures contained on the services, or third-party websites. therefore, you should take special care in deciding what","secure. therefore, you should take special care in deciding what",privacy_policies/new_unique_text_PP/DeepSeek_PP/20260103103801/deepseek-privacy-policy.txt,privacy_policies/new_unique_text_PP/xAI_PP/20250124023459/privacy-policy.txt,Data Security
Cohere,OpenAI,you have the right to withdraw your consent at any time,you have the right to withdraw your consent at any time,privacy_policies/new_unique_text_PP/Cohere_PP/20230831064546/privacy.txt,privacy_policies/new_unique_text_PP/OpenAI_EU_PP/20231115012513/eu-privacy-policy.txt,User Choice/Control
Cohere,OpenAI,"for the following purposes, as described above:provide","for the following purposes, as described above:provide",privacy_policies/new_unique_text_PP/Cohere_PP/20260412090021/privacy.txt,privacy_policies/new_unique_text_PP/OpenAI_PP/20260210054215/index.txt,Other
Alibaba,OpenAI,"object to how we process your personal data; 1.6 withdraw your consent; and/or 1.7 make a complaint to the data protection agency in your country. you can exercise some of these rights through your services account. if you are unable to exercise your rights through your account, please submit your request","object to how we process your personal data when our processing is based on legitimate interests. you can exercise some of these rights through your <PROVIDER> account using the tools describedin the data controls section⁠. if you are unable to exercise your rights through your account, please submit your request",privacy_policies/new_unique_text_PP/Alibaba_PP/20250410000000/Qwen.txt,privacy_policies/new_unique_text_PP/OpenAI_EU_PP/20260210064516/index.txt,User Choice/Control
Anthropic,OpenAI,"communicate with you, including to send you information","communicate with you, including to send you information or marketing about our services and events to communicate with you, including to send you information",privacy_policies/new_unique_text_PP/Anthropic_PP/20241219083518/privacy.txt,privacy_policies/new_unique_text_PP/OpenAI_EU_PP/20231222085448/eu-privacy-policy.txt,Other
Alibaba,Cohere,the privacy policy we may update this privacy policy,the privacy policy we may update this privacy policy,privacy_policies/new_unique_text_PP/Alibaba_old_PP/20250120114200/Qwen.txt,privacy_policies/new_unique_text_PP/Cohere_old_PP/20210530222620/privacy.txt,Policy Change
Anthropic,OpenAI,where necessary to perform a contract with you,"where necessary to perform a contract with you when you choose to connect your contacts on our services.where necessary for our legitimate interests and those of third parties, to enable you to connect your contacts and collaborate with people you may know on our services. where necessary to perform a contract with you",privacy_policies/new_unique_text_PP/Anthropic_PP/20241219083518/privacy.txt,privacy_policies/new_unique_text_PP/OpenAI_EU_PP/20260210064516/index.txt,Other
OpenAI,xAI,"vendors and service providers, including providers of hosting services, cloud services","vendors and service providers including providers of hosting services, cloud services",privacy_policies/new_unique_text_PP/OpenAI_PP/20230227230602/privacy-policy.txt,privacy_policies/new_unique_text_PP/xAI_PP/20250103080755/privacy-policy.txt,Third Party Sharing/Collection
Alibaba,OpenAI,"misuses of our services, and to protect the","misuses of our services, and to protect the security of our systems and services to prevent fraud, criminal activity, or misuses of our services, and to protect the",privacy_policies/new_unique_text_PP/Alibaba_old_PP/20250120114200/Qwen.txt,privacy_policies/new_unique_text_PP/OpenAI_EU_PP/20231222085448/eu-privacy-policy.txt,Data Security
Anthropic,OpenAI,personal data for the following purposes: to provide,personal data for the following purposes: to provide,privacy_policies/new_unique_text_PP/Anthropic_PP/20240225205441/privacy.txt,privacy_policies/new_unique_text_PP/OpenAI_EU_PP/20241104000000/eu-privacy-policy.txt,Other
OpenAI,xAI,the general area from which your device accesses our services based on information like its ip address,the general area from which your device accesses our services based on information like its ip address,privacy_policies/new_unique_text_PP/OpenAI_PP/20241203173911/privacy-policy.txt,privacy_policies/new_unique_text_PP/xAI_PP/20250124023459/privacy-policy.txt,"User Access, Edit and Deletion"
