case_hash,occurrence_count,company_a,company_b,representative_text_a,representative_text_b,representative_path_a,representative_path_b,category
c4fcd8a05db14d2079899f591f34e8a987cae949,1,AI21,OpenAI,may not offer the same level of data protection as your,may not offer the same level of data protection as your,AI21_PP\20250729000000\index.txt,OpenAI_EU_PP\20231222085448\eu-privacy-policy.txt,Data Security
c57a2ea2655da1b7b98c57f77d5dadf3ebd47350,125,OpenAI,xAI,to conduct research; to communicate with you; to,to conduct research; to communicate with you; to,OpenAI_PP\20230314210410\privacy-policy.txt,xAI_PP\20250215010404\privacy-policy.txt,Model Training
c58efdc0e271163b6650d885650769bd0fbaf53c,9,OpenAI,xAI,"conduct research, for example to develop new product features; to","conduct research: for example to develop new product features, to",OpenAI_EU_PP\20241104000000\eu-privacy-policy.txt,xAI_PP\20250215010404\privacy-policy.txt,Model Training
c5a6bf76823a8d455c3413e74f497f749df0f761,6,Alibaba,OpenAI,"services) to comply with legal obligations and to protect the rights, privacy, safety, or property of","services; to comply with legal obligations and to protect the rights, privacy, safety, or property of",Alibaba_old_PP\20250120114200\Qwen.txt,OpenAI_PP\20241203173911\privacy-policy.txt,Data Security
c63158b2d2315924c4091b8d37ce7fc7322584d9,3,Alibaba,Anthropic,email address when you sign up for an,"email address, when you sign up for an",Alibaba_old_PP\20250120114200\Qwen.txt,Anthropic_PP\20240225205441\privacy.txt,Other
c6a81b75275a15b184c5b840ec1107185000b5d1,3,Anthropic,OpenAI,on the data used to train our models,on the data used to train our models,Anthropic_PP\20241219083518\privacy.txt,OpenAI_EU_PP\20241104000000\eu-privacy-policy.txt,Model Training
c716289ee1ac3f0981995eb1c940f23ea1e2f537,2,OpenAI,xAI,"for example, you may have the right to",for example you may have the right to,OpenAI_PP\20241203173911\privacy-policy.txt,xAI_PP\20231106075325\privacy-policy.txt,Other
c738666892e14f8acc7c7b8ddbcd94de06405f87,9,DeepSeek,OpenAI,"you communicate with us, we collect your name, identity information, contact information, and the contents of any messages you send","you communicate with us, we collect your name, contact information, and the contents of any messages you send",DeepSeek_old_PP\20240520220020\DeepSeek%20Privacy%20Policy.txt,OpenAI_EU_PP\20231115012513\eu-privacy-policy.txt,First-party Data Collection
c74b0000a664afa48b2f27e569f123db8ecd5ff9,1,Cohere,xAI,personal information for no longer than necessary for the purposes,personal information for no longer than necessary for the purposes,Cohere_old_PP\20210530222620\privacy.txt,xAI_PP\20231106075325\privacy-policy.txt,Other
c7f7dbaca461543daadc4a571e55ce94829409c4,8,Anthropic,OpenAI,"you have the right to lodge a complaint with the supervisory authority in the place in which you live or work. a full list of eu supervisory authorities’ contact details is available here. if you live or work in the <JURISDICTION> , you have the right to lodge a complaint with the <JURISDICTION> information commissioner’s office. if you live in brazil, you have the right to lodge a complaint with the brazilian data protection authority (anpd).if you live in australia, you have the right to lodge a complaint with",you have the right to lodge a complaint with,Anthropic_PP\20250501000000\privacy.txt,OpenAI_PP\20230314210410\privacy-policy.txt,International & Special Audiences
c826fb54f4bff7b5e18c1e75a43ce280c35c304d,1,Anthropic,xAI,"similar technologies. we and our service providers use cookies, scripts, or similar technologies (“cookies”) to manage the services and to collect information about you and your use of the services. these technologies help us to recognize you, customize or personalize your experience, market additional products or services to you, and analyze the use of our services to make","similar technologies: we and our service providers use cookies and other similar technologies to operate and improve our services. cookies help us to recognize you, customize or personalize your experience, analyze the use of our services to make",Anthropic_PP\20250501000000\privacy.txt,xAI_PP\20250710000000\privacy-policy.txt,First-party Data Collection
c82c678fa5604f5bfe7ab44122d4dbc1cfba1e1f,1,Alibaba,DeepSeek,policy will help you understand the following: i,policy will help you understand the following: i,Alibaba_PP\20250410000000\Qwen.txt,DeepSeek_old_PP\20231208073102\DeepSeek%20Privacy%20Policy.txt,Other
c910aaad3e725ec11ca8532de0044c9e57027d31,10,Mistral,xAI,you can withdraw your consent at any time,you can withdraw your consent at any time,Mistral_PP\20250221130852\terms.txt,xAI_PP\20241117131907\privacy-policy.txt,User Choice/Control
c98cdf6ab95b087ecb08e96173f3c931b4b6be4b,21,Alibaba,OpenAI,"rights, privacy, safety, or property of our users","rights, privacy, safety, or property of our users",Alibaba_old_PP\20250120114200\Qwen.txt,OpenAI_EU_PP\20231222085448\eu-privacy-policy.txt,Other
c9bb0e1023c54964a248515225f53819ed7c2a10,10,Anthropic,OpenAI,"to communicate with you, including to send you information","to communicate with you, including to send you information",Anthropic_PP\20241219083518\privacy.txt,OpenAI_PP\20241203173911\privacy-policy.txt,Other
c9cabf41a4ec2d4af41c6aa9fd974a1d5bb84522,3,AI21,Cohere,you have the right to withdraw your consent at any time,you have the right to withdraw your consent at any time,AI21_PP\20250729000000\index.txt,Cohere_PP\20230831064546\privacy.txt,User Choice/Control
ca6a185ec73f52e81dd2e8f5a53995d326df0bbe,1,ByteDance,DeepSeek,not share your personal information with third parties,not share your personal information with third parties,ByteDance_doubao_PP\20240529154215\privacy-policy.txt,DeepSeek_old_PP\20231208073102\DeepSeek%20Privacy%20Policy.txt,Third-Party Sharing/Collection
caf7f6f9a781219b656cbd5878d6c080dd344823,3,Cohere,DeepSeek,"your personal information, you have the right to","your personal information you have the right to obtain a copy of your personal information. you can contact us in the manner described in chapter 10 of this policy, and we will promptly process your request. c. transfer your personal information you have the right to",Cohere_PP\20230831064546\privacy.txt,DeepSeek_old_PP\20231208073102\DeepSeek%20Privacy%20Policy.txt,User Access/Edit/Deletion
cb0965b930553cd9d5555b643d3fa0098a3cd231,84,DeepSeek,OpenAI,performance of a contract with you when we provide and maintain our services,performance of a contract with you when we provide and maintain our services,DeepSeek_PP\20250214185351\deepseek-privacy-policy.txt,OpenAI_EU_PP\20231115012513\eu-privacy-policy.txt,Other
cb12988eca7370e0ee15ed83690668d7cf0521a7,4,Anthropic,xAI,"similar technologies.we and our service providers use cookies, scripts, or similar technologies (“cookies”) to manage the services and to collect information about you and your use of the services. these technologies help us to recognize you, customize or personalize your experience, market additional products or services to you, and analyze the use of our services to make it","similar technologies: we and our service providers use cookies and other similar technologies to operate and improve our services. cookies help us to recognize you, customize or personalize your experience, analyze the use of our services to make it",Anthropic_PP\20240304151321\privacy.txt,xAI_PP\20250710000000\privacy-policy.txt,First-party Data Collection
cb2d77ee380e8522112d298c936aad3803eca6cd,1,DeepSeek,OpenAI,"or ""us"")respect your privacy and are strongly committed to keeping secure any information we obtain from you or about you","or ""us"") respect your privacy and are strongly committed to keeping secure any information we obtain from you or about you",DeepSeek_old_PP\20240520220020\DeepSeek%20Privacy%20Policy.txt,OpenAI_old_PP\20220323134726\privacy.txt,Data Security
cb451e3373637a26acb038257c301eb8de2e60e2,10,AI21,Anthropic,"for the establishment, exercise or defense of legal claims","for the establishment, exercise or defense of legal claims",AI21_PP\20250729000000\index.txt,Anthropic_PP\20240304151321\privacy.txt,Other
cbf32b4e48c6216ca199c14a5527e397390186ca,2,DeepSeek,OpenAI,services.your consent when we ask for it,services. your consent when we ask for it,DeepSeek_PP\20250214185351\deepseek-privacy-policy.txt,OpenAI_EU_PP\20231222085448\eu-privacy-policy.txt,Other
cd1b8f411f21b4d8b7e1c1f43e3833cd66d8c72b,176,Mistral,OpenAI,you have the right to withdraw your consent,you have the right to withdraw your consent,Mistral_old_PP\20231211094117\Policy.txt,OpenAI_EU_PP\20231115012513\eu-privacy-policy.txt,User Choice/Control
cd37b43760c021fef4c979973920512ce96ee7b6,52,DeepSeek,OpenAI,"depending on where you live, you may have","depending on where you live, you may have",DeepSeek_old_PP\20240323213732\DeepSeek%20Privacy%20Policy.txt,OpenAI_EU_PP\20231115012513\eu-privacy-policy.txt,Other
cde150ad6e8d65fed10293a3ee173c772260266a,8,Alibaba,OpenAI,"address, browser type and settings, the date and time of your request, and how you interact with our services. log data information we automatically collect during your use of the services usage data: we may collect information about your use of the services, such as the types of content that you view or engage with, the features you use and the actions you take, as well as your time zone, country, the dates and times of access, user agent and version, type of computer or mobile device","address, browser type and settings, the date and time of your request, and how you interacted with our website. usage data: we may automatically collect information about your use of the services, such as the types of content that you view or engage with, the features you use and the actions you take, as well as your time zone, country, the dates and times of access, user agent and version, type of computer or mobile device",Alibaba_PP\20250410000000\Qwen.txt,OpenAI_PP\20230314210410\privacy-policy.txt,First-party Data Collection
cde1cd21759b5a915df4116936fb56472b0b74a8,36,OpenAI,xAI,we will maintain and use de-identified information in,we will maintain and use de-identified information in,OpenAI_EU_PP\20231222085448\eu-privacy-policy.txt,xAI_PP\20250124023459\privacy-policy.txt,Identifiability
ce4e1eda0f8314e77c4abdf4acda80117927ce81,39,Alibaba,Anthropic,may update this privacy policy from time to time,may update this privacy policy from time to time,Alibaba_old_PP\20250120114200\Qwen.txt,Anthropic_old_PP\20230309171545\legal.txt,Policy Change
cea3ba4b7ab223dbb39bd07a73e55b2e05711594,20,OpenAI,xAI,your device accesses our services based on information,your device accesses our services based on information,OpenAI_EU_PP\20241104000000\eu-privacy-policy.txt,xAI_PP\20250215010404\privacy-policy.txt,User Access/Edit/Deletion
cec55d21c108c553abd8444de466d166b6962f53,5,Alibaba,OpenAI,"automatically sends when you use our services. log data includes your device brand, model and id, internet protocol address, browser type and settings, the date and time of your request, and how you interact with our services. information we automatically collect during your use of the services usage data : we collect information about your use of the services, such as the types of content that you view or engage with, the features you use and the actions you take, as well as your time zone, country, the dates and times of access, user agent and version, type of computer or mobile device, and your computer connection","automatically sends when you use our services. log data includes your internet protocol address, browser type and settings, the date and time of your request, and how you interact with our website. usage data: we may automatically collect information about your use of the services, such as the types of content that you view or engage with, the features you use and the actions you take, as well as your time zone, country, the dates and times of access, user agent and version, type of computer or mobile device, and your computer connection",Alibaba_old_PP\20250120114200\Qwen.txt,OpenAI_EU_PP\20231115012513\eu-privacy-policy.txt,First-party Data Collection
ced35ef5c82ce1a4f192a719282b174af8388056,1,Anthropic,xAI,"similar technologies we and our service providers use cookies, scripts, or similar technologies to manage the website and to collect information about you and your use of the website. these technologies help us to recognize you, customize or personalize your experience","similar technologies: we and our service providers use cookies and other similar technologies to operate and improve our services. cookies help us to recognize you, customize or personalize your experience",Anthropic_old_PP\20230309171545\legal.txt,xAI_PP\20250710000000\privacy-policy.txt,First-party Data Collection
cf175d55c26be1865e92100041e52e2f05f4e919,32,OpenAI,xAI,"from loss, misuse, and unauthorized access, disclosure, alteration, or destruction. however, no internet or email transmission is ever fully secure or error free. in particular, email sent to or from us may not be secure. therefore, you should take special care in deciding what information you","from loss, misuse, and unauthorized access, disclosure, alteration, or destruction. however, no security measure or method of data transmission over the internet is 100% secure. therefore, you should take special care in deciding what information you",OpenAI_EU_PP\20231115012513\eu-privacy-policy.txt,xAI_PP\20250124023459\privacy-policy.txt,Data Security
cf4924515f0c85c7f85e134bc12c6c7448b870ce,48,Anthropic,xAI,you have the right to withdraw your consent,you have the right to withdraw your consent,Anthropic_PP\20240225205441\privacy.txt,xAI_PP\20250103080755\privacy-policy.txt,User Choice/Control
cf98ebb7f6434c5fc40b2cc710ef9f0f0e563333,16,Anthropic,xAI,andprotecting our rights and the rights of others. legitimate interests,andprotecting our rights and the rights of others. legitimate interests,Anthropic_PP\20240225205441\privacy.txt,xAI_PP\20241110065240\privacy-policy.txt,Data Security
d05c048673616bc8965f9374b91fc431018a19f3,1,AI21,ByteDance,if we learn that we have collected personal information,if we learn that we have collected personal information,AI21_PP\20250401190253\index.txt,ByteDance_doubao_PP\20240529154215\privacy-policy.txt,First-party Data Collection
d0ff9e6f05e72b265f4033bd9d52efd944f54f1a,2,DeepSeek,OpenAI,"take special care in deciding what information you send to us via the services or email. in addition, we are not responsible for circumvention of any privacy settings or security measures contained on the service, or third-party websites. therefore, you should take special care in deciding what information you send to us via",take special care in deciding what information you send to us via,DeepSeek_PP\20250214185351\deepseek-privacy-policy.txt,OpenAI_old_PP\20220323134726\privacy.txt,Data Security
d13dfc7bea7d7094f54a26a9ccdd8c57243eb8e3,6,OpenAI,xAI,"security partners, to protect against fraud, abuse, and other security threats to our services","security partners to protect against fraud, abuse, and other security threats to our services",OpenAI_EU_PP\20241104000000\eu-privacy-policy.txt,xAI_PP\20250124023459\privacy-policy.txt,Data Security
d1456f59d05a7b6b03b30b11ae1a793832fb0997,10,Anthropic,DeepSeek,it to process your personal data for a,it to process your personal data for a specific purpose to communicate with you. performance of a contract with you when we provide and maintain our services. your consent when we ask for it to process your personal data for a,Anthropic_PP\20241219083518\privacy.txt,DeepSeek_PP\20250214185351\deepseek-privacy-policy.txt,Other
d1467bbae3ac33e982b7b4aa6214b314047f1a3d,8,OpenAI,xAI,the right to request deletion of your personal,the right to request deletion of your personal,OpenAI_PP\20241203173911\privacy-policy.txt,xAI_PP\20231106075325\privacy-policy.txt,User Access/Edit/Deletion
d1971cbd715babb95ee64cfbffd8e9b9491975e9,48,Anthropic,Cohere,you have the right to withdraw your consent,you have the right to withdraw your consent,Anthropic_PP\20240225205441\privacy.txt,Cohere_PP\20230831064546\privacy.txt,User Choice/Control
d1a8fa6a77163b8744c60f5d5a723314347a3e40,144,Anthropic,xAI,"of services, fraud, abuse, and other trust and","of services, fraud, abuse, and other trust and",Anthropic_PP\20240225205441\privacy.txt,xAI_PP\20241110065240\privacy-policy.txt,Data Security
d1da39aabd988eb97affaaa0e500f2405fc5c267,36,AI21,OpenAI,lodge a complaint with your local data protection,lodge a complaint with your local data protection,AI21_PP\20250729000000\index.txt,OpenAI_EU_PP\20231115012513\eu-privacy-policy.txt,Data Security
d22e9fb95392ab3a5ea1486a59f5a6e7e9e48789,1,DeepSeek,OpenAI,circumstances: we may share your personal information with third parties,circumstances we may share your personal information with third parties,DeepSeek_old_PP\20231208073102\DeepSeek%20Privacy%20Policy.txt,OpenAI_PP\20230227230602\privacy-policy.txt,Third-Party Sharing/Collection
d24f6f9a6c7923ca3e2f4e22bf7d8cd926c2d929,4,AI21,DeepSeek,or acquisition of all or a portion of our business,or acquisition of all or a portion of our business,AI21_PP\20250729000000\index.txt,DeepSeek_old_PP\20241212153808\DeepSeek%20Privacy%20Policy.txt,Other
d39e7d62883a94ab7c3c37b826e474769766af46,12,Alibaba,OpenAI,access your personal data and information relating to how it is processed,access your personal data and information relating to how it is processed,Alibaba_old_PP\20250120114200\Qwen.txt,OpenAI_EU_PP\20231222085448\eu-privacy-policy.txt,User Access/Edit/Deletion
d3a5f3c48bb5735b8566a1edb8a03f44b2744aeb,56,OpenAI,xAI,"providers, including providers of hosting services, cloud services","providers including providers of hosting services, cloud services",OpenAI_EU_PP\20231115012513\eu-privacy-policy.txt,xAI_PP\20241110065240\privacy-policy.txt,Other
d3e94fe74760ba4a1a39803e22dbeb178d0bb65c,4,Alibaba,Anthropic,"we appreciate feedback, including ideas and suggestions for improvement or rating an output in response to a prompt. if you rate an output in response to a prompt—for example, by using the thumbs up/thumbs down icon—we will store the related conversation as part of your feedback. communication information : if you communicate with us, such as via email or our pages on social media sites, we may collect personal data like your name, contact information, and the contents of","we appreciate feedback, including ideas and suggestions for improvement or rating an output in response to an input. if you rate an output in response to an input—for example, by using the thumbs up/thumbs down icon—we will store the related conversation as part of your feedback. feedback on your use of our services: communication information:if you communicate with us, we collect your name, contact information, and the contents of",Alibaba_old_PP\20250120114200\Qwen.txt,Anthropic_PP\20240304151321\privacy.txt,First-party Data Collection
d51587f1fad77b2d74defd24e364dc9754f1b201,15,Anthropic,xAI,interests(or those of a third party) and your interests and rights do not override our interests. our legitimate interests include,interests (or those of a third party) and your interests and rights do not override our interests. our legitimate interests include,Anthropic_PP\20240225205441\privacy.txt,xAI_PP\20250103080755\privacy-policy.txt,Third-Party Sharing/Collection
d539ad2f17bc7e73eb7348d590a38bdc38d4aa59,6,OpenAI,xAI,"conduct research, for example to develop new product features",conduct research: for example to develop new product features,OpenAI_EU_PP\20241104000000\eu-privacy-policy.txt,xAI_PP\20250124023459\privacy-policy.txt,Model Training
d548cb09006c9cf7e29805a91752c7f55e9c351a,1,ByteDance,xAI,do not share your personal information with third parties,do not share your personal information with third parties,ByteDance_doubao_PP\20240529154215\privacy-policy.txt,xAI_PP\20231106075325\privacy-policy.txt,Third-Party Sharing/Collection
d592d7a0386bb3a400df49c1739a740125c5039b,4,AI21,Cohere,"your device’s ip address, device screen size, device type, browser information","your device’s ip address, device screen size, device type, browser information",AI21_PP\20250729000000\index.txt,Cohere_old_PP\20220410015028\privacy.txt,Other
d6784fa4bc7983c8fc060c70af5c5a0e1e46bf08,40,Anthropic,DeepSeek,or violations of terms that would be detrimental,or violations of terms that would be detrimental,Anthropic_PP\20240304151321\privacy.txt,DeepSeek_PP\20250214185351\deepseek-privacy-policy.txt,Other
d68ddd58a8fabd5ab7dc80d2e45f2e65838fda3f,24,Anthropic,Cohere,you have the right to withdraw your consent at any time,you have the right to withdraw your consent at any time,Anthropic_PP\20240225205441\privacy.txt,Cohere_PP\20230831064546\privacy.txt,User Choice/Control
d6e5d96b788e9a002436338dff5eb8d1deadd913,11,Anthropic,xAI,subject to certain exceptions. please note that we cannot guarantee the factual,subject to certain exceptions.please note that we cannot guarantee the factual,Anthropic_PP\20240225205441\privacy.txt,xAI_PP\20241110065240\privacy-policy.txt,Other
d7045e87a2fa433a49ae402fce9c6d72fa8bbb61,55,Anthropic,DeepSeek,consent when we ask for it to process,consent when we ask for it to process,Anthropic_PP\20241219083518\privacy.txt,DeepSeek_PP\20250214185351\deepseek-privacy-policy.txt,Other
d772a588603c9e6437ca2645d068668c4890bb9e,2,OpenAI,xAI,when our processing is based on our legitimate interests,when our processing is based on our legitimate interests,OpenAI_EU_PP\20231222085448\eu-privacy-policy.txt,xAI_PP\20241117131907\privacy-policy.txt,Other
d7c55f50d1837bde04a652cb92dc9b1108a49eec,40,OpenAI,xAI,"that we process on behalf of customers of our business offerings, such as our api. our use of that data is governed by our customer agreements covering access to and use of those","that we process on behalf of customers of our business offerings, such as our api. our use of that data is governed by customer agreements covering access to and use of those",OpenAI_EU_PP\20231115012513\eu-privacy-policy.txt,xAI_PP\20250124023459\privacy-policy.txt,User Access/Edit/Deletion
d82dbdab5f89f366b4b901443528688774489811,54,Alibaba,OpenAI,"your name, contact information, and the contents of","your name, contact information, and the contents of",Alibaba_old_PP\20250120114200\Qwen.txt,OpenAI_EU_PP\20231115012513\eu-privacy-policy.txt,First-party Data Collection
d8c7a40e82195e7647dd0b160b3e3e609fabf3ff,3,Alibaba,OpenAI,"log data : we collect information that your browser or device automatically sends when you use our services. log data includes your device brand, model and id, internet protocol address, browser type and settings, the date and time of your request, and how you interact with our services. information we automatically collect during your use of the services usage data : we collect information about your use of the services, such as the types of content that you view or engage with, the features you use and the actions you take, as well as your time zone, country, the dates and times of access, user agent and version, type of computer or mobile device, and your computer connection","log data: we collect information that your browser or device automatically sends when you use our services. log data includes your internet protocol address, browser type and settings, the date and time of your request, and how you interact with our services. usage data: we collect information about your use of the services, such as the types of content that you view or engage with, the features you use and the actions you take, as well as your time zone, country, the dates and times of access, user agent and version, type of computer or mobile device, and your computer connection",Alibaba_old_PP\20250120114200\Qwen.txt,OpenAI_EU_PP\20241104000000\eu-privacy-policy.txt,First-party Data Collection
d9a1efb30af26c8259f44ef3b15dd61d612906cb,144,OpenAI,xAI,"addition, the companies that host our social media","addition, the companies that host our social media",OpenAI_EU_PP\20231115012513\eu-privacy-policy.txt,xAI_PP\20241110065240\privacy-policy.txt,Third-Party Sharing/Collection
d9eadcc505636610991d12d63fd7eb60a537af48,5,OpenAI,xAI,"you create an account with us, we collect","you create an account with us, we collect",OpenAI_EU_PP\20231222085448\eu-privacy-policy.txt,xAI_PP\20250215010404\privacy-policy.txt,First-party Data Collection
da0be3420072bb6f19b4a455cd90891506cff5eb,6,Anthropic,xAI,and we will make every effort to correct,and we will make every effort to correct,Anthropic_PP\20240225205441\privacy.txt,xAI_PP\20241110065240\privacy-policy.txt,User Access/Edit/Deletion
da31bcebf4fde84d9cbb645ccb4a5bd6140faf16,1,AI21,OpenAI,to comply with legal obligations and to protect,"to comply with legal obligations and to protect the rights, privacy, safety, or property of our users, us, our affiliates, or any third party to comply with legal obligations and to protect",AI21_PP\20250729000000\index.txt,OpenAI_EU_PP\20231222085448\eu-privacy-policy.txt,Third-Party Sharing/Collection
da8644d921639747a1691bbf7e568f10b8301f1f,13,Alibaba,OpenAI,"you can exercise some of these rights through your service account. if you are unable to exercise your rights through your account, please","you can exercise some of these rights through your <PROVIDER> account. if you are unable to exercise your rights through your account, please",Alibaba_old_PP\20250120114200\Qwen.txt,OpenAI_EU_PP\20231115012513\eu-privacy-policy.txt,Other
dabc74467fcda2136e9f57725c5813fa53c074ef,66,Anthropic,xAI,"to you, you can submit a correction request","to you, you can submit a correction request",Anthropic_PP\20240225205441\privacy.txt,xAI_PP\20241110065240\privacy-policy.txt,User Access/Edit/Deletion
db412be6d5cdeadf747163221961015439675b79,9,DeepSeek,OpenAI,"a note about accuracy: services like <PROVIDER> generate responses by reading a user’s request and, in response, predicting the words most likely to appear next. in some cases, the words most likely to appear next may not be the most factually accurate. for this reason, you should not rely on the factual accuracy of output from our models. if you notice that","a note about accuracy: services like <PROVIDER> generate responses by reading a user’s request and, in response, predicting the words most likely to appear next. in some cases, the words most likely to appear next may not be the most factually accurate. for this reason, you should not rely on the factual accuracy of output from our models. if you notice that",DeepSeek_PP\20250704000000\deepseek-privacy-policy.txt,OpenAI_EU_PP\20231115012513\eu-privacy-policy.txt,Model Training
db6b577fd21073ba075d6bce7177d4cb4f1b118e,1,Alibaba,Anthropic,"we appreciate feedback, including ideas and suggestions for improvement or rating an output in response to a prompt. if you rate an output in response to a prompt—for example, by using the thumbs up/thumbs down icon—we will store the related conversation as part of your feedback. communication information : if you communicate with us, such as via email or our pages on social media sites, we may collect personal data like your name, contact information, and the contents of","we appreciate feedback, including ideas and suggestions for improvement or rating an output in response to an input (""feedback""). if you rate an output in response to an input—for example, by using the thumbs up/thumbs down icon—we will store the entire related conversation as part of your feedback. you can learn more about how we use feedback here. communication information: if you communicate with us, including via our chatbot on our help site, we collect your name, contact information, and the contents of",Alibaba_old_PP\20250120114200\Qwen.txt,Anthropic_PP\20250501000000\privacy.txt,First-party Data Collection
db6f52531f17ef39474e0053f6fc1607924ba237,3,Anthropic,OpenAI,"perform a contract with you, such as processing your contact information to send you a technical announcement about the services. your consent when we ask for it to process your personal data for a specific purpose that we communicate to you, such as processing your contact information to send you certain forms of marketing communications. to","perform a contract with you, such as processing your contact information to send you a technical announcement about the services. your consent when we ask for it to process your personal data for a specific purpose that we communicate to you, such as processing your contact information to send you certain forms of marketing communications. to",Anthropic_PP\20241219083518\privacy.txt,OpenAI_EU_PP\20241104000000\eu-privacy-policy.txt,First-party Data Collection
db6fc1a74f58e4e2ef397c33a1c173e6b6db26ba,11,Mistral,OpenAI,transfer your personal data outside of the <JURISDICTION>,transfer your personal data outside of the <JURISDICTION>,Mistral_old_PP\20231211094117\Policy.txt,OpenAI_EU_PP\20231222085448\eu-privacy-policy.txt,Data Transfer
dbc09208cda3ec9a196122e99504ba4dced273a6,22,Anthropic,OpenAI,"for information about how we collect and use personal data to develop our language models that power our services, when we may receive and process personal data of non-users, and your choices with respect to that information, please","for information about how we collect and use training information to develop our language models that power <PROVIDER> and other services, and your choices with respect to that information, please",Anthropic_PP\20250220051131\privacy.txt,OpenAI_EU_PP\20231115012513\eu-privacy-policy.txt,Model Training
dbd85a1fd5177c6377f6667f4fa5439c4e2f11cc,1,ByteDance,OpenAI,we may share your personal information with third,we may share your personal information with third,ByteDance_doubao_PP\20240529154215\privacy-policy.txt,OpenAI_PP\20230227230602\privacy-policy.txt,Third-Party Sharing/Collection
dc07d5b3ff2c9375556d3ae3fc44a3eb1d1c20fe,144,OpenAI,xAI,"you interact with our social media pages, we","you interact with our social media pages, we",OpenAI_EU_PP\20231115012513\eu-privacy-policy.txt,xAI_PP\20241110065240\privacy-policy.txt,First-party Data Collection
dcea7994a1a5251673815ed27ed345c726243fe2,21,Alibaba,OpenAI,to protect the security of our systems and,to protect the security of our systems and,Alibaba_old_PP\20250120114200\Qwen.txt,OpenAI_EU_PP\20231222085448\eu-privacy-policy.txt,Data Security
dd228df357a4d24c7bc515da998d3edb98509e8d,3,Cohere,DeepSeek,"your personal information, you have the right to",your personal information; • you have the right to,Cohere_PP\20230831064546\privacy.txt,DeepSeek_old_PP\20231208073102\DeepSeek%20Privacy%20Policy.txt,Other
dd6ef40dce1a76f2641ebf2765037449ad189063,3,AI21,Alibaba,"to comply with legal obligations and to protect the rights, privacy","to comply with legal obligations and to protect the rights, privacy",AI21_PP\20250729000000\index.txt,Alibaba_old_PP\20250120114200\Qwen.txt,Data Security
ddd26cab2d659ddb17dc360c920733c01541020b,8,OpenAI,xAI,"social media sites like instagram, facebook, medium, x","social media sites like instagram, facebook, medium, x",OpenAI_EU_PP\20231222085448\eu-privacy-policy.txt,xAI_PP\20241110065240\privacy-policy.txt,First-party Data Collection
dde1dca33f3eeddd4928ec4a38aad988407088bc,32,Anthropic,OpenAI,"communication information:if you communicate with us, we collect your name, contact information, and the contents of any messages you send. communication information","communication information: if you communicate with us, we may collect your name, contact information, and the contents of any messages you send (“communication information",Anthropic_PP\20240304151321\privacy.txt,OpenAI_PP\20230314210410\privacy-policy.txt,First-party Data Collection
dea97ba743ca91f3214fd6b5e2dedcae9ada875c,11,Alibaba,OpenAI,"for details about our use of cookies, please","for details about our use of cookies, please",Alibaba_old_PP\20250120114200\Qwen.txt,OpenAI_EU_PP\20241104000000\eu-privacy-policy.txt,First-party Data Collection
def9955b046706ca75b72cc6b89ca1295c77fca9,5,ByteDance,Cohere,personal information. we encourage you to read the privacy,personal information. we encourage you to read the privacy,ByteDance_doubao_PP\20240529154215\privacy-policy.txt,Cohere_old_PP\20210530222620\privacy.txt,Other
df1705f08300e59e513228faaad867b6b7da75cf,2,DeepSeek,Mistral,how long do we keep your personal data,how long do we keep your personal data,DeepSeek_PP\20250704000000\deepseek-privacy-policy.txt,Mistral_PP\20250221130852\terms.txt,Data Retention
df20e79b64486cec1b6f309bf8107890987ba166,30,DeepSeek,OpenAI,we ask for it to process your personal,we ask for it to process your personal,DeepSeek_PP\20250214185351\deepseek-privacy-policy.txt,OpenAI_EU_PP\20231222085448\eu-privacy-policy.txt,Other
df4b854bb77b7869c4784016a4839e7ef30dcb4e,8,Alibaba,OpenAI,"internet protocol address, browser type and settings, the date and time of your request, and how you interact with our services. information we automatically collect during your use of the services usage data : we collect information about your use of the services, such as the types of content that you view or engage with, the features you use and the actions you take, as well as your time zone, country, the dates and times of access, user agent and version, type of computer or mobile device","internet protocol address, browser type and settings, the date and time of your request, and how you interacted with our website. usage data: we may automatically collect information about your use of the services, such as the types of content that you view or engage with, the features you use and the actions you take, as well as your time zone, country, the dates and times of access, user agent and version, type of computer or mobile device",Alibaba_old_PP\20250120114200\Qwen.txt,OpenAI_PP\20230314210410\privacy-policy.txt,First-party Data Collection
e02b0ee733388bc6b5fbb0f01994d96eaffda925,3,Alibaba,OpenAI,13. if you have reason to believe that a child under,13. if you have reason to believe that a child under,Alibaba_old_PP\20250120114200\Qwen.txt,OpenAI_PP\20230227230602\privacy-policy.txt,Children's Privacy
e051c6c89d6bd7135f699aa374aa105ee84d1de3,4,OpenAI,xAI,when you interact with our social media pages. we,"when you interact with our social media pages, we",OpenAI_PP\20230227230602\privacy-policy.txt,xAI_PP\20250103080755\privacy-policy.txt,First-party Data Collection
e0762d27e8f849485f48786dcc21a224653e3fd3,4,DeepSeek,xAI,"secure. therefore, you should take special care in deciding what information you","secure. therefore, you should take special care in deciding what information you",DeepSeek_old_PP\20240520220020\DeepSeek%20Privacy%20Policy.txt,xAI_PP\20250124023459\privacy-policy.txt,Data Security
